     T(MeV)         phi_e         thetah           tnuh           nbh              N              P             H2            He4
 .9808061D+01  0.6556998D-09  0.2516551D-18  0.1000000D+01  0.2906456D-05  0.4677120D+00  0.5322880D+00  0.4661837D-11  0.1001571D-29
 .9773947D+01  0.6601226D-09  0.2499078D-18  0.1000000D+01  0.2876234D-05  0.4641056D+00  0.5358934D+00  0.4562412D-11  0.1000000D-29
 .9701840D+01  0.6603545D-09  0.2462346D-18  0.1000000D+01  0.2813010D-05  0.4638804D+00  0.5361195D+00  0.4520758D-11  0.1000000D-29
 .9637763D+01  0.6605698D-09  0.2429933D-18  0.1000000D+01  0.2757610D-05  0.4636719D+00  0.5363280D+00  0.4482289D-11  0.1000000D-29
 .9574428D+01  0.6608128D-09  0.2398107D-18  0.1000000D+01  0.2703573D-05  0.4634372D+00  0.5365579D+00  0.4440404D-11  0.1000000D-29
 .9502972D+01  0.6610587D-09  0.2362451D-18  0.1000000D+01  0.2643459D-05  0.4632025D+00  0.5367944D+00  0.4397279D-11  0.1000000D-29
 .9440424D+01  0.6612893D-09  0.2331460D-18  0.1000000D+01  0.2591576D-05  0.4629845D+00  0.5370138D+00  0.4357856D-11  0.1000000D-29
 .9363637D+01  0.6615463D-09  0.2293694D-18  0.1000000D+01  0.2528817D-05  0.4627334D+00  0.5372615D+00  0.4313463D-11  0.1000000D-29
 .9297588D+01  0.6617587D-09  0.2261455D-18  0.1000000D+01  0.2475651D-05  0.4625276D+00  0.5374674D+00  0.4276996D-11  0.1000000D-29
 .9233511D+01  0.6619635D-09  0.2230397D-18  0.1000000D+01  0.2424789D-05  0.4623313D+00  0.5376660D+00  0.4242321D-11  0.1000000D-29
 .9171781D+01  0.6621793D-09  0.2200680D-18  0.1000000D+01  0.2376455D-05  0.4621252D+00  0.5378720D+00  0.4206300D-11  0.1000000D-29
 .9095197D+01  0.6624981D-09  0.2164088D-18  0.1000000D+01  0.2317388D-05  0.4618246D+00  0.5381689D+00  0.4155943D-11  0.1000000D-29
 .9035056D+01  0.6626913D-09  0.2135568D-18  0.1000000D+01  0.2271695D-05  0.4616401D+00  0.5383554D+00  0.4124782D-11  0.1000000D-29
 .8972005D+01  0.6629258D-09  0.2105871D-18  0.1000000D+01  0.2224441D-05  0.4614193D+00  0.5385767D+00  0.4088054D-11  0.1000000D-29
 .8908426D+01  0.6631781D-09  0.2076137D-18  0.1000000D+01  0.2177460D-05  0.4611888D+00  0.5388124D+00  0.4050179D-11  0.1000000D-29
 .8839638D+01  0.6634189D-09  0.2044203D-18  0.1000000D+01  0.2127379D-05  0.4609608D+00  0.5390411D+00  0.4013088D-11  0.1000000D-29
 .8781612D+01  0.6636627D-09  0.2017459D-18  0.1000000D+01  0.2085736D-05  0.4607298D+00  0.5392669D+00  0.3977312D-11  0.1000000D-29
 .8714241D+01  0.6639201D-09  0.1986628D-18  0.1000000D+01  0.2038072D-05  0.4604869D+00  0.5395080D+00  0.3939546D-11  0.1000000D-29
 .8661120D+01  0.6641508D-09  0.1962485D-18  0.1000000D+01  0.2001006D-05  0.4602726D+00  0.5397204D+00  0.3906507D-11  0.1000000D-29
 .8572431D+01  0.6645168D-09  0.1922506D-18  0.1000000D+01  0.1940128D-05  0.4599369D+00  0.5400593D+00  0.3858317D-11  0.1000000D-29
 .8535709D+01  0.6646564D-09  0.1906073D-18  0.1000000D+01  0.1915288D-05  0.4598115D+00  0.5401896D+00  0.3838896D-11  0.1000000D-29
 .8473674D+01  0.6649347D-09  0.1878473D-18  0.1000000D+01  0.1873808D-05  0.4595568D+00  0.5404442D+00  0.3801990D-11  0.1000000D-29
 .8414234D+01  0.6651866D-09  0.1852215D-18  0.1000000D+01  0.1834629D-05  0.4593214D+00  0.5406761D+00  0.3769908D-11  0.1000000D-29
 .8351680D+01  0.6654491D-09  0.1824782D-18  0.1000000D+01  0.1793991D-05  0.4590790D+00  0.5409177D+00  0.3735786D-11  0.1000000D-29
 .8287247D+01  0.6657501D-09  0.1796739D-18  0.1000000D+01  0.1752765D-05  0.4588026D+00  0.5411912D+00  0.3699165D-11  0.1000000D-29
 .8237097D+01  0.6659893D-09  0.1775062D-18  0.1000000D+01  0.1721119D-05  0.4585928D+00  0.5414079D+00  0.3670941D-11  0.1000000D-29
 .8177811D+01  0.6662796D-09  0.1749606D-18  0.1000000D+01  0.1684201D-05  0.4583322D+00  0.5416700D+00  0.3637211D-11  0.1000000D-29
 .8117987D+01  0.6665686D-09  0.1724105D-18  0.1000000D+01  0.1647488D-05  0.4580724D+00  0.5419311D+00  0.3604190D-11  0.1000000D-29
 .8055622D+01  0.6668485D-09  0.1697720D-18  0.1000000D+01  0.1609787D-05  0.4578178D+00  0.5421856D+00  0.3572662D-11  0.1000000D-29
 .7994360D+01  0.6671749D-09  0.1672000D-18  0.1000000D+01  0.1573318D-05  0.4575251D+00  0.5424772D+00  0.3538214D-11  0.1000000D-29
 .7940662D+01  0.6674679D-09  0.1649617D-18  0.1000000D+01  0.1541808D-05  0.4572631D+00  0.5427382D+00  0.3506334D-11  0.1000000D-29
 .7875552D+01  0.6677718D-09  0.1622679D-18  0.1000000D+01  0.1504169D-05  0.4569882D+00  0.5430127D+00  0.3474238D-11  0.1000000D-29
 .7833295D+01  0.6680264D-09  0.1605315D-18  0.1000000D+01  0.1480072D-05  0.4567658D+00  0.5432373D+00  0.3449133D-11  0.1000000D-29
 .7771737D+01  0.6683253D-09  0.1580186D-18  0.1000000D+01  0.1445432D-05  0.4564969D+00  0.5435057D+00  0.3418971D-11  0.1000000D-29
 .7718317D+01  0.6686654D-09  0.1558540D-18  0.1000000D+01  0.1415812D-05  0.4561988D+00  0.5438041D+00  0.3386549D-11  0.1000000D-29
 .7658463D+01  0.6689758D-09  0.1534464D-18  0.1000000D+01  0.1383109D-05  0.4559183D+00  0.5440807D+00  0.3356320D-11  0.1000000D-29
 .7610680D+01  0.6692802D-09  0.1515378D-18  0.1000000D+01  0.1357366D-05  0.4556521D+00  0.5443473D+00  0.3327880D-11  0.1000000D-29
 .7557224D+01  0.6695812D-09  0.1494168D-18  0.1000000D+01  0.1328948D-05  0.4553866D+00  0.5446133D+00  0.3301336D-11  0.1000000D-29
 .7501351D+01  0.6699047D-09  0.1472158D-18  0.1000000D+01  0.1299672D-05  0.4551016D+00  0.5448983D+00  0.3272289D-11  0.1000000D-29
 .7446106D+01  0.6702621D-09  0.1450556D-18  0.1000000D+01  0.1271150D-05  0.4547883D+00  0.5452104D+00  0.3241448D-11  0.1000000D-29
 .7395265D+01  0.6705401D-09  0.1430817D-18  0.1000000D+01  0.1245274D-05  0.4545438D+00  0.5454560D+00  0.3217711D-11  0.1000000D-29
 .7337014D+01  0.6708932D-09  0.1408368D-18  0.1000000D+01  0.1216061D-05  0.4542343D+00  0.5457652D+00  0.3187971D-11  0.1000000D-29
 .7287830D+01  0.6712533D-09  0.1389550D-18  0.1000000D+01  0.1191754D-05  0.4539225D+00  0.5460765D+00  0.3158827D-11  0.1000000D-29
 .7237851D+01  0.6715909D-09  0.1370559D-18  0.1000000D+01  0.1167388D-05  0.4536329D+00  0.5463696D+00  0.3132402D-11  0.1000000D-29
 .7185928D+01  0.6719500D-09  0.1350966D-18  0.1000000D+01  0.1142429D-05  0.4533229D+00  0.5466807D+00  0.3102827D-11  0.1000000D-29
 .7135097D+01  0.6722770D-09  0.1331923D-18  0.1000000D+01  0.1118341D-05  0.4530358D+00  0.5469650D+00  0.3078998D-11  0.1000000D-29
 .7084374D+01  0.6726485D-09  0.1313054D-18  0.1000000D+01  0.1094645D-05  0.4527147D+00  0.5472853D+00  0.3050259D-11  0.1000000D-29
 .7033121D+01  0.6729851D-09  0.1294125D-18  0.1000000D+01  0.1071043D-05  0.4524240D+00  0.5475771D+00  0.3026528D-11  0.1000000D-29
 .6981552D+01  0.6733650D-09  0.1275218D-18  0.1000000D+01  0.1047641D-05  0.4520981D+00  0.5479040D+00  0.2999102D-11  0.1000000D-29
 .6933212D+01  0.6737241D-09  0.1257621D-18  0.1000000D+01  0.1026017D-05  0.4517882D+00  0.5482127D+00  0.2973406D-11  0.1000000D-29
 .6883902D+01  0.6740530D-09  0.1239797D-18  0.1000000D+01  0.1004267D-05  0.4515060D+00  0.5484970D+00  0.2951315D-11  0.1000000D-29
 .6815943D+01  0.6745886D-09  0.1215440D-18  0.1000000D+01  0.9747976D-06  0.4510480D+00  0.5489553D+00  0.2914441D-11  0.1000000D-29
 .6785247D+01  0.6748308D-09  0.1204518D-18  0.1000000D+01  0.9616785D-06  0.4508398D+00  0.5491624D+00  0.2898101D-11  0.1000000D-29
 .6736191D+01  0.6752139D-09  0.1187165D-18  0.1000000D+01  0.9409573D-06  0.4505111D+00  0.5494899D+00  0.2873165D-11  0.1000000D-29
 .6684848D+01  0.6755902D-09  0.1169137D-18  0.1000000D+01  0.9195913D-06  0.4501926D+00  0.5498123D+00  0.2849558D-11  0.1000000D-29
 .6641440D+01  0.6759678D-09  0.1154004D-18  0.1000000D+01  0.9017818D-06  0.4498733D+00  0.5501330D+00  0.2824413D-11  0.1000000D-29
 .6590461D+01  0.6763930D-09  0.1136356D-18  0.1000000D+01  0.8811616D-06  0.4495128D+00  0.5504946D+00  0.2799463D-11  0.1000000D-29
 .6542024D+01  0.6767735D-09  0.1119715D-18  0.1000000D+01  0.8618631D-06  0.4491854D+00  0.5508189D+00  0.2776277D-11  0.1000000D-29
 .6498808D+01  0.6771235D-09  0.1104970D-18  0.1000000D+01  0.8448842D-06  0.4488871D+00  0.5511165D+00  0.2754316D-11  0.1000000D-29
 .6453363D+01  0.6775303D-09  0.1089571D-18  0.1000000D+01  0.8272721D-06  0.4485446D+00  0.5514607D+00  0.2731598D-11  0.1000000D-29
 .6403839D+01  0.6779694D-09  0.1072913D-18  0.1000000D+01  0.8083597D-06  0.4481765D+00  0.5518321D+00  0.2706050D-11  0.1000000D-29
 .6353948D+01  0.6783889D-09  0.1056115D-18  0.1000000D+01  0.7896006D-06  0.4478317D+00  0.5521877D+00  0.2683022D-11  0.1000000D-29
 .6309638D+01  0.6787887D-09  0.1041437D-18  0.1000000D+01  0.7731861D-06  0.4474811D+00  0.5525246D+00  0.2660623D-11  0.1000000D-29
 .6270479D+01  0.6791563D-09  0.1028550D-18  0.1000000D+01  0.7588700D-06  0.4471715D+00  0.5528342D+00  0.2640292D-11  0.1000000D-29
 .6209812D+01  0.6797069D-09  0.1008744D-18  0.1000000D+01  0.7370417D-06  0.4467075D+00  0.5532981D+00  0.2611439D-11  0.1000000D-29
 .6181362D+01  0.6799921D-09  0.9995220D-19  0.1000000D+01  0.7269514D-06  0.4464632D+00  0.5535373D+00  0.2595651D-11  0.1000000D-29
 .6135149D+01  0.6804300D-09  0.9846324D-19  0.1000000D+01  0.7107575D-06  0.4460921D+00  0.5539051D+00  0.2571338D-11  0.1000000D-29
 .6088419D+01  0.6808715D-09  0.9696900D-19  0.1000000D+01  0.6946293D-06  0.4457211D+00  0.5542757D+00  0.2551490D-11  0.1000000D-29
 .6047775D+01  0.6812628D-09  0.9567863D-19  0.1000000D+01  0.6808013D-06  0.4453932D+00  0.5546037D+00  0.2531487D-11  0.1000000D-29
 .6004691D+01  0.6816944D-09  0.9432025D-19  0.1000000D+01  0.6663450D-06  0.4450301D+00  0.5549649D+00  0.2510397D-11  0.1000000D-29
 .5957945D+01  0.6821512D-09  0.9285737D-19  0.1000000D+01  0.6508930D-06  0.4446477D+00  0.5553470D+00  0.2488780D-11  0.1000000D-29
 .5917875D+01  0.6825634D-09  0.9161253D-19  0.1000000D+01  0.6378396D-06  0.4443036D+00  0.5556912D+00  0.2469484D-11  0.1000000D-29
 .5877977D+01  0.6829787D-09  0.9038136D-19  0.1000000D+01  0.6250167D-06  0.4439573D+00  0.5560375D+00  0.2450426D-11  0.1000000D-29
 .5830117D+01  0.6834846D-09  0.8891551D-19  0.1000000D+01  0.6098633D-06  0.4435357D+00  0.5564590D+00  0.2427559D-11  0.1000000D-29
 .5791248D+01  0.6839028D-09  0.8773382D-19  0.1000000D+01  0.5977382D-06  0.4431878D+00  0.5568070D+00  0.2409058D-11  0.1000000D-29
 .5752309D+01  0.6843269D-09  0.8655793D-19  0.1000000D+01  0.5857535D-06  0.4428355D+00  0.5571595D+00  0.2390640D-11  0.1000000D-29
 .5708206D+01  0.6848102D-09  0.8523570D-19  0.1000000D+01  0.5723745D-06  0.4424311D+00  0.5575610D+00  0.2369892D-11  0.1000000D-29
 .5663967D+01  0.6853383D-09  0.8391956D-19  0.1000000D+01  0.5591600D-06  0.4419934D+00  0.5579987D+00  0.2348251D-11  0.1000000D-29
 .5624561D+01  0.6857640D-09  0.8275588D-19  0.1000000D+01  0.5475623D-06  0.4416366D+00  0.5583517D+00  0.2330758D-11  0.1000000D-29
 .5588769D+01  0.6861846D-09  0.8170592D-19  0.1000000D+01  0.5371678D-06  0.4412841D+00  0.5586998D+00  0.2313318D-11  0.1000000D-29
 .5548654D+01  0.6866598D-09  0.8053714D-19  0.1000000D+01  0.5256755D-06  0.4408878D+00  0.5590928D+00  0.2294266D-11  0.1000000D-29
 .5509636D+01  0.6871300D-09  0.7940838D-19  0.1000000D+01  0.5146557D-06  0.4404991D+00  0.5594813D+00  0.2276164D-11  0.1000000D-29
 .5469394D+01  0.6876091D-09  0.7825255D-19  0.1000000D+01  0.5034527D-06  0.4401052D+00  0.5598768D+00  0.2257750D-11  0.1000000D-29
 .5431323D+01  0.6880861D-09  0.7716690D-19  0.1000000D+01  0.4930051D-06  0.4397095D+00  0.5602701D+00  0.2238735D-11  0.1000000D-29
 .5391408D+01  0.6885689D-09  0.7603678D-19  0.1000000D+01  0.4822076D-06  0.4393107D+00  0.5606680D+00  0.2222276D-11  0.1000000D-29
 .5349255D+01  0.6891119D-09  0.7485234D-19  0.1000000D+01  0.4709769D-06  0.4388630D+00  0.5611149D+00  0.2202181D-11  0.1000000D-29
 .5312719D+01  0.6895679D-09  0.7383327D-19  0.1000000D+01  0.4613853D-06  0.4384888D+00  0.5614899D+00  0.2186485D-11  0.1000000D-29
 .5266725D+01  0.6901875D-09  0.7256029D-19  0.1000000D+01  0.4494967D-06  0.4379798D+00  0.5619989D+00  0.2165574D-11  0.1000000D-29
 .5239045D+01  0.6905539D-09  0.7179953D-19  0.1000000D+01  0.4424414D-06  0.4376803D+00  0.5622995D+00  0.2152352D-11  0.1000000D-29
 .5197767D+01  0.6911108D-09  0.7067249D-19  0.1000000D+01  0.4320579D-06  0.4372242D+00  0.5627562D+00  0.2133645D-11  0.1000000D-29
 .5165488D+01  0.6915696D-09  0.6979735D-19  0.1000000D+01  0.4240522D-06  0.4368498D+00  0.5631320D+00  0.2118703D-11  0.1000000D-29
 .5122579D+01  0.6921653D-09  0.6864247D-19  0.1000000D+01  0.4135642D-06  0.4363626D+00  0.5636196D+00  0.2099552D-11  0.1000000D-29
 .5086336D+01  0.6926809D-09  0.6767451D-19  0.1000000D+01  0.4048415D-06  0.4359409D+00  0.5640414D+00  0.2083233D-11  0.1000000D-29
 .5050799D+01  0.6931960D-09  0.6673207D-19  0.1000000D+01  0.3964086D-06  0.4355201D+00  0.5644623D+00  0.2067272D-11  0.1000000D-29
 .5015302D+01  0.6937181D-09  0.6579729D-19  0.1000000D+01  0.3881029D-06  0.4350938D+00  0.5648885D+00  0.2051422D-11  0.1000000D-29
 .4979768D+01  0.6942486D-09  0.6486811D-19  0.1000000D+01  0.3799054D-06  0.4346610D+00  0.5653213D+00  0.2035597D-11  0.1000000D-29
 .4945117D+01  0.6947750D-09  0.6396841D-19  0.1000000D+01  0.3720238D-06  0.4342319D+00  0.5657504D+00  0.2020198D-11  0.1000000D-29
 .4910498D+01  0.6953083D-09  0.6307580D-19  0.1000000D+01  0.3642590D-06  0.4337975D+00  0.5661848D+00  0.2004883D-11  0.1000000D-29
 .4876275D+01  0.6958441D-09  0.6219957D-19  0.1000000D+01  0.3566901D-06  0.4333614D+00  0.5666208D+00  0.1989767D-11  0.1000000D-29
 .4841980D+01  0.6963886D-09  0.6132763D-19  0.1000000D+01  0.3492110D-06  0.4329184D+00  0.5670637D+00  0.1974689D-11  0.1000000D-29
 .4808076D+01  0.6969355D-09  0.6047168D-19  0.1000000D+01  0.3419207D-06  0.4324739D+00  0.5675081D+00  0.1959821D-11  0.1000000D-29
 .4774022D+01  0.6974934D-09  0.5961801D-19  0.1000000D+01  0.3347011D-06  0.4320210D+00  0.5679611D+00  0.1944894D-11  0.1000000D-29
 .4733464D+01  0.6981693D-09  0.5860921D-19  0.1000000D+01  0.3262361D-06  0.4314724D+00  0.5685096D+00  0.1927217D-11  0.1000000D-29
 .4699743D+01  0.6987407D-09  0.5777699D-19  0.1000000D+01  0.3193076D-06  0.4310092D+00  0.5689728D+00  0.1912561D-11  0.1000000D-29
 .4666111D+01  0.6993195D-09  0.5695292D-19  0.1000000D+01  0.3124959D-06  0.4305403D+00  0.5694416D+00  0.1897980D-11  0.1000000D-29
 .4632899D+01  0.6999002D-09  0.5614496D-19  0.1000000D+01  0.3058652D-06  0.4300703D+00  0.5699117D+00  0.1883722D-11  0.1000000D-29
 .4605763D+01  0.7003804D-09  0.5548907D-19  0.1000000D+01  0.3005174D-06  0.4296818D+00  0.5703001D+00  0.1871980D-11  0.1000000D-29
 .4572715D+01  0.7009751D-09  0.5469549D-19  0.1000000D+01  0.2940893D-06  0.4292011D+00  0.5707809D+00  0.1857820D-11  0.1000000D-29
 .4539448D+01  0.7015822D-09  0.5390244D-19  0.1000000D+01  0.2877120D-06  0.4287105D+00  0.5712714D+00  0.1843581D-11  0.1000000D-29
 .4506807D+01  0.7021878D-09  0.5312993D-19  0.1000000D+01  0.2815448D-06  0.4282216D+00  0.5717603D+00  0.1829645D-11  0.1000000D-29
 .4473990D+01  0.7028057D-09  0.5235888D-19  0.1000000D+01  0.2754339D-06  0.4277232D+00  0.5722587D+00  0.1815709D-11  0.1000000D-29
 .4441524D+01  0.7034264D-09  0.5160160D-19  0.1000000D+01  0.2694760D-06  0.4272227D+00  0.5727591D+00  0.1801961D-11  0.1000000D-29
 .4409017D+01  0.7040573D-09  0.5084891D-19  0.1000000D+01  0.2635973D-06  0.4267144D+00  0.5732674D+00  0.1788236D-11  0.1000000D-29
 .4376846D+01  0.7046919D-09  0.5010943D-19  0.1000000D+01  0.2578641D-06  0.4262036D+00  0.5737782D+00  0.1774654D-11  0.1000000D-29
 .4344699D+01  0.7053356D-09  0.4937592D-19  0.1000000D+01  0.2522189D-06  0.4256857D+00  0.5742961D+00  0.1761172D-11  0.1000000D-29
 .4312690D+01  0.7059865D-09  0.4865092D-19  0.1000000D+01  0.2466803D-06  0.4251625D+00  0.5748193D+00  0.1747774D-11  0.1000000D-29
 .4280551D+01  0.7066497D-09  0.4792838D-19  0.1000000D+01  0.2412015D-06  0.4246297D+00  0.5753521D+00  0.1734391D-11  0.1000000D-29
 .4255198D+01  0.7071807D-09  0.4736221D-19  0.1000000D+01  0.2369372D-06  0.4242033D+00  0.5757784D+00  0.1723881D-11  0.1000000D-29
 .4223986D+01  0.7078437D-09  0.4666981D-19  0.1000000D+01  0.2317568D-06  0.4236714D+00  0.5763104D+00  0.1710896D-11  0.1000000D-29
 .4192280D+01  0.7085265D-09  0.4597166D-19  0.1000000D+01  0.2265722D-06  0.4231239D+00  0.5768578D+00  0.1697836D-11  0.1000000D-29
 .4160676D+01  0.7092178D-09  0.4528101D-19  0.1000000D+01  0.2214820D-06  0.4225700D+00  0.5774118D+00  0.1684815D-11  0.1000000D-29
 .4135239D+01  0.7097818D-09  0.4472891D-19  0.1000000D+01  0.2174407D-06  0.4221183D+00  0.5778634D+00  0.1674375D-11  0.1000000D-29
 .4104153D+01  0.7104817D-09  0.4405882D-19  0.1000000D+01  0.2125692D-06  0.4215582D+00  0.5784236D+00  0.1661638D-11  0.1000000D-29
 .4072982D+01  0.7111938D-09  0.4339195D-19  0.1000000D+01  0.2077579D-06  0.4209887D+00  0.5789931D+00  0.1648944D-11  0.1000000D-29
 .4041730D+01  0.7119185D-09  0.4272847D-19  0.1000000D+01  0.2030077D-06  0.4204095D+00  0.5795722D+00  0.1636258D-11  0.1000000D-29
 .4016695D+01  0.7125070D-09  0.4220065D-19  0.1000000D+01  0.1992550D-06  0.4199394D+00  0.5800423D+00  0.1626128D-11  0.1000000D-29
 .3985967D+01  0.7132402D-09  0.4155729D-19  0.1000000D+01  0.1947125D-06  0.4193541D+00  0.5806276D+00  0.1613715D-11  0.1000000D-29
 .3961314D+01  0.7138368D-09  0.4104469D-19  0.1000000D+01  0.1911184D-06  0.4188781D+00  0.5811036D+00  0.1603756D-11  0.1000000D-29
 .3930673D+01  0.7145874D-09  0.4041201D-19  0.1000000D+01  0.1867133D-06  0.4182796D+00  0.5817021D+00  0.1591497D-11  0.1000000D-29
 .3900063D+01  0.7153494D-09  0.3978490D-19  0.1000000D+01  0.1823808D-06  0.4176726D+00  0.5823091D+00  0.1579273D-11  0.1000000D-29
 .3875507D+01  0.7159689D-09  0.3928535D-19  0.1000000D+01  0.1789541D-06  0.4171793D+00  0.5828024D+00  0.1569472D-11  0.1000000D-29
 .3844939D+01  0.7167511D-09  0.3866790D-19  0.1000000D+01  0.1747486D-06  0.4165568D+00  0.5834249D+00  0.1557362D-11  0.1000000D-29
 .3820608D+01  0.7173824D-09  0.3817992D-19  0.1000000D+01  0.1714487D-06  0.4160547D+00  0.5839270D+00  0.1547706D-11  0.1000000D-29
 .3790495D+01  0.7181751D-09  0.3758028D-19  0.1000000D+01  0.1674225D-06  0.4154247D+00  0.5845570D+00  0.1535814D-11  0.1000000D-29
 .3766207D+01  0.7188228D-09  0.3710008D-19  0.1000000D+01  0.1642213D-06  0.4149101D+00  0.5850715D+00  0.1526280D-11  0.1000000D-29
 .3736069D+01  0.7196381D-09  0.3650851D-19  0.1000000D+01  0.1603063D-06  0.4142630D+00  0.5857188D+00  0.1514481D-11  0.1000000D-29
 .3711884D+01  0.7203013D-09  0.3603725D-19  0.1000000D+01  0.1572100D-06  0.4137368D+00  0.5862449D+00  0.1505058D-11  0.1000000D-29
 .3682031D+01  0.7211319D-09  0.3545973D-19  0.1000000D+01  0.1534432D-06  0.4130783D+00  0.5869034D+00  0.1493389D-11  0.1000000D-29
 .3658156D+01  0.7218054D-09  0.3500122D-19  0.1000000D+01  0.1504745D-06  0.4125446D+00  0.5874372D+00  0.1484155D-11  0.1000000D-29
 .3634213D+01  0.7224890D-09  0.3454439D-19  0.1000000D+01  0.1475359D-06  0.4120032D+00  0.5879785D+00  0.1474889D-11  0.1000000D-29
 .3604325D+01  0.7233545D-09  0.3397837D-19  0.1000000D+01  0.1439219D-06  0.4113183D+00  0.5886635D+00  0.1463388D-11  0.1000000D-29
 .3580471D+01  0.7240551D-09  0.3352995D-19  0.1000000D+01  0.1410801D-06  0.4107641D+00  0.5892176D+00  0.1454218D-11  0.1000000D-29
 .3556709D+01  0.7247619D-09  0.3308622D-19  0.1000000D+01  0.1382866D-06  0.4102053D+00  0.5897764D+00  0.1445142D-11  0.1000000D-29
 .3527123D+01  0.7256545D-09  0.3253788D-19  0.1000000D+01  0.1348605D-06  0.4095002D+00  0.5904816D+00  0.1433856D-11  0.1000000D-29
 .3503409D+01  0.7263801D-09  0.3210166D-19  0.1000000D+01  0.1321554D-06  0.4089274D+00  0.5910545D+00  0.1424849D-11  0.1000000D-29
 .3479789D+01  0.7271120D-09  0.3167011D-19  0.1000000D+01  0.1294974D-06  0.4083498D+00  0.5916320D+00  0.1415902D-11  0.1000000D-29
 .3456310D+01  0.7278491D-09  0.3124403D-19  0.1000000D+01  0.1268908D-06  0.4077685D+00  0.5922132D+00  0.1407030D-11  0.1000000D-29
 .3426891D+01  0.7287856D-09  0.3071421D-19  0.1000000D+01  0.1236744D-06  0.4070304D+00  0.5929514D+00  0.1395977D-11  0.1000000D-29
 .3403455D+01  0.7295426D-09  0.3029537D-19  0.1000000D+01  0.1211513D-06  0.4064341D+00  0.5935476D+00  0.1387197D-11  0.1000000D-29
 .3380030D+01  0.7303090D-09  0.2987962D-19  0.1000000D+01  0.1186639D-06  0.4058309D+00  0.5941509D+00  0.1378453D-11  0.1000000D-29
 .3356632D+01  0.7310843D-09  0.2946721D-19  0.1000000D+01  0.1162137D-06  0.4052209D+00  0.5947609D+00  0.1369738D-11  0.1000000D-29
 .3333192D+01  0.7318711D-09  0.2905692D-19  0.1000000D+01  0.1137930D-06  0.4046023D+00  0.5953795D+00  0.1361043D-11  0.1000000D-29
 .3309891D+01  0.7326637D-09  0.2865191D-19  0.1000000D+01  0.1114203D-06  0.4039794D+00  0.5960023D+00  0.1352443D-11  0.1000000D-29
 .3286726D+01  0.7334621D-09  0.2825208D-19  0.1000000D+01  0.1090943D-06  0.4033524D+00  0.5966293D+00  0.1343905D-11  0.1000000D-29
 .3263511D+01  0.7342725D-09  0.2785422D-19  0.1000000D+01  0.1067961D-06  0.4027163D+00  0.5972654D+00  0.1335395D-11  0.1000000D-29
 .3234494D+01  0.7353006D-09  0.2736087D-19  0.1000000D+01  0.1039690D-06  0.4019100D+00  0.5980718D+00  0.1324800D-11  0.1000000D-29
 .3211281D+01  0.7361352D-09  0.2696938D-19  0.1000000D+01  0.1017437D-06  0.4012557D+00  0.5987260D+00  0.1316354D-11  0.1000000D-29
 .3193947D+01  0.7367659D-09  0.2667887D-19  0.1000000D+01  0.1001028D-06  0.4007616D+00  0.5992201D+00  0.1310060D-11  0.1000000D-29
 .3170874D+01  0.7376153D-09  0.2629463D-19  0.1000000D+01  0.9794625D-07  0.4000965D+00  0.5998852D+00  0.1301726D-11  0.1000000D-29
 .3147833D+01  0.7384749D-09  0.2591368D-19  0.1000000D+01  0.9582366D-07  0.3994238D+00  0.6005579D+00  0.1293421D-11  0.1000000D-29
 .3124766D+01  0.7393471D-09  0.2553511D-19  0.1000000D+01  0.9372974D-07  0.3987417D+00  0.6012400D+00  0.1285144D-11  0.1000000D-29
 .3101818D+01  0.7402267D-09  0.2516123D-19  0.1000000D+01  0.9167701D-07  0.3980542D+00  0.6019276D+00  0.1276938D-11  0.1000000D-29
 .3078890D+01  0.7411176D-09  0.2479044D-19  0.1000000D+01  0.8965629D-07  0.3973583D+00  0.6026235D+00  0.1268786D-11  0.1000000D-29
 .3056041D+01  0.7420177D-09  0.2442365D-19  0.1000000D+01  0.8767218D-07  0.3966556D+00  0.6033261D+00  0.1260671D-11  0.1000000D-29
 .3032948D+01  0.7429396D-09  0.2405573D-19  0.1000000D+01  0.8569690D-07  0.3959364D+00  0.6040453D+00  0.1252535D-11  0.1000000D-29
 .3010265D+01  0.7438583D-09  0.2369706D-19  0.1000000D+01  0.8378581D-07  0.3952201D+00  0.6047616D+00  0.1244544D-11  0.1000000D-29
 .2993160D+01  0.7445594D-09  0.2342837D-19  0.1000000D+01  0.8236361D-07  0.3946738D+00  0.6053079D+00  0.1238549D-11  0.1000000D-29
 .2970420D+01  0.7455029D-09  0.2307353D-19  0.1000000D+01  0.8049788D-07  0.3939390D+00  0.6060427D+00  0.1230606D-11  0.1000000D-29
 .2947694D+01  0.7464591D-09  0.2272161D-19  0.1000000D+01  0.7866165D-07  0.3931948D+00  0.6067870D+00  0.1222691D-11  0.1000000D-29
 .2924970D+01  0.7474287D-09  0.2237242D-19  0.1000000D+01  0.7685373D-07  0.3924406D+00  0.6075412D+00  0.1214825D-11  0.1000000D-29
 .2907912D+01  0.7481657D-09  0.2211207D-19  0.1000000D+01  0.7551493D-07  0.3918677D+00  0.6081140D+00  0.1208938D-11  0.1000000D-29
 .2885235D+01  0.7491578D-09  0.2176833D-19  0.1000000D+01  0.7375935D-07  0.3910969D+00  0.6088848D+00  0.1201140D-11  0.1000000D-29
